"","id_pedido","data_pedido","data_envio","modo_envio","tipo_prioridade"
"2754","ES-2013-5251413",2013-11-25,2013-11-27,"Segunda Classe","Alto"
"2755","IN-2014-44397",2014-06-12,2014-06-19,"Classe Padrao","Medio"
"2756","IN-2014-62709",2014-12-18,2014-12-20,"Segunda Classe","Alto"
"2757","ES-2011-3136087",2011-12-15,2011-12-20,"Classe Padrao","Medio"
"2758","IT-2014-5592351",2014-08-28,2014-09-02,"Segunda Classe","Alto"
"2759","ES-2011-3248922",2011-09-08,2011-09-11,"Segunda Classe","Critico"
"2760","CA-2011-119144",2011-11-16,2011-11-18,"Primeira Classe","Critico"
"2761","MX-2014-167829",2014-10-17,2014-10-24,"Classe Padrao","Medio"
"2762","MX-2013-114258",2013-06-11,2013-06-13,"Primeira Classe","Medio"
"2763","CA-2013-142545",2013-10-29,2013-11-04,"Classe Padrao","Medio"
"2764","CA-2011-163034",2011-11-24,2011-11-28,"Classe Padrao","Alto"
"2765","CA-2011-154893",2011-12-21,2011-12-27,"Classe Padrao","Medio"
"2766","IV-2011-6850",2011-10-31,2011-11-04,"Classe Padrao","Alto"
"2767","ES-2013-2313397",2013-10-12,2013-10-13,"Primeira Classe","Critico"
"2768","MX-2013-145898",2013-08-06,2013-08-08,"Segunda Classe","Alto"
"2769","CA-2014-151981",2014-08-07,2014-08-13,"Classe Padrao","Medio"
"2770","SY-2014-8240",2014-06-02,2014-06-03,"Primeira Classe","Alto"
"2771","RS-2013-3300",2013-11-08,2013-11-15,"Classe Padrao","Medio"
"2772","US-2013-138758",2013-03-23,2013-03-25,"Primeira Classe","Alto"
"2773","MX-2013-143686",2013-06-25,2013-06-29,"Classe Padrao","Alto"
"2774","ES-2012-4072999",2012-03-19,2012-03-21,"Primeira Classe","Medio"
"2775","MX-2014-110338",2014-10-29,2014-11-01,"Primeira Classe","Alto"
"2776","IN-2012-29354",2012-11-15,2012-11-17,"Segunda Classe","Alto"
"2777","IN-2013-45692",2013-06-17,2013-06-20,"Segunda Classe","Alto"
"2778","SF-2013-3300",2013-07-12,2013-07-17,"Classe Padrao","Medio"
"2779","IT-2012-1519794",2012-01-11,2012-01-15,"Classe Padrao","Medio"
"2780","IN-2012-66419",2012-08-31,2012-09-06,"Classe Padrao","Medio"
"2781","ES-2013-4986805",2013-11-23,2013-11-27,"Classe Padrao","Medio"
"2782","ES-2011-5605335",2011-07-16,2011-07-19,"Segunda Classe","Alto"
"2783","IT-2012-1609351",2012-09-17,2012-09-17,"Mesmo Dia","Medio"
"2784","IN-2014-70724",2014-06-05,2014-06-07,"Segunda Classe","Medio"
"2785","MR-2014-6950",2014-08-01,2014-08-06,"Segunda Classe","Medio"
"2786","CA-2013-9860",2013-06-28,2013-06-30,"Primeira Classe","Critico"
"2787","CA-2012-137064",2012-02-06,2012-02-13,"Classe Padrao","Baixo"
"2788","IN-2012-50949",2012-12-03,2012-12-05,"Primeira Classe","Alto"
"2789","MX-2014-117233",2014-06-30,2014-07-01,"Primeira Classe","Critico"
"2790","IN-2013-40477",2013-06-03,2013-06-07,"Classe Padrao","Medio"
"2791","SO-2014-8170",2014-12-09,2014-12-14,"Segunda Classe","Alto"
"2792","IR-2014-6850",2014-08-01,2014-08-03,"Segunda Classe","Critico"
"2793","CA-2013-128223",2013-06-15,2013-06-15,"Mesmo Dia","Alto"
"2794","RS-2013-2700",2013-10-01,2013-10-06,"Classe Padrao","Medio"
"2795","CA-2014-128853",2014-04-22,2014-04-24,"Primeira Classe","Medio"
"2796","MX-2011-109869",2011-03-25,2011-03-31,"Classe Padrao","Medio"
"2797","RS-2013-3450",2013-06-14,2013-06-14,"Mesmo Dia","Alto"
"2798","CA-2014-126067",2014-08-29,2014-09-04,"Classe Padrao","Medio"
"2799","IN-2011-49689",2011-08-18,2011-08-22,"Classe Padrao","Alto"
"2800","IN-2014-46917",2014-04-22,2014-04-23,"Primeira Classe","Alto"
"2801","CA-2014-112529",2014-11-20,2014-11-22,"Primeira Classe","Medio"
"2802","MX-2013-168228",2013-05-07,2013-05-14,"Classe Padrao","Baixo"
"2803","ES-2011-4688304",2011-12-20,2011-12-24,"Segunda Classe","Alto"
"2804","ID-2013-34695",2013-04-12,2013-04-13,"Primeira Classe","Alto"
"2805","SF-2011-320",2011-11-17,2011-11-20,"Primeira Classe","Alto"
"2806","CA-2014-150420",2014-06-04,2014-06-09,"Classe Padrao","Medio"
"2807","AG-2014-4280",2014-12-04,2014-12-10,"Classe Padrao","Medio"
"2808","ID-2014-54589",2014-10-19,2014-10-26,"Classe Padrao","Baixo"
"2809","IN-2012-40638",2012-10-19,2012-10-21,"Segunda Classe","Medio"
"2810","NI-2013-4780",2013-07-03,2013-07-06,"Segunda Classe","Critico"
"2811","MX-2011-161494",2011-11-03,2011-11-06,"Segunda Classe","Critico"
"2812","IN-2012-49983",2012-10-17,2012-10-23,"Classe Padrao","Medio"
"2813","IR-2014-4320",2014-02-19,2014-02-25,"Classe Padrao","Medio"
"2814","MX-2013-137183",2013-07-24,2013-07-25,"Primeira Classe","Critico"
"2815","ES-2012-5985650",2012-08-03,2012-08-07,"Segunda Classe","Alto"
"2816","IN-2014-85018",2014-08-02,2014-08-04,"Primeira Classe","Critico"
"2817","IT-2011-1521406",2011-05-21,2011-05-25,"Segunda Classe","Alto"
"2818","US-2013-109344",2013-03-11,2013-03-14,"Primeira Classe","Alto"
"2819","ID-2012-66881",2012-03-09,2012-03-11,"Segunda Classe","Medio"
"2820","ID-2011-37621",2011-06-30,2011-07-02,"Primeira Classe","Critico"
"2821","ES-2012-1606540",2012-02-09,2012-02-13,"Classe Padrao","Alto"
"2822","CA-2012-149650",2012-10-24,2012-10-27,"Primeira Classe","Medio"
"2823","IN-2013-57641",2013-09-25,2013-09-29,"Segunda Classe","Alto"
"2824","MX-2014-157637",2014-09-09,2014-09-12,"Primeira Classe","Medio"
"2825","MX-2014-111234",2014-10-28,2014-10-28,"Mesmo Dia","Critico"
"2826","IN-2012-18546",2012-11-08,2012-11-13,"Classe Padrao","Medio"
"2827","ES-2012-2080192",2012-04-11,2012-04-15,"Classe Padrao","Medio"
"2828","MX-2014-103660",2014-11-12,2014-11-12,"Mesmo Dia","Critico"
"2829","MX-2014-113495",2014-05-20,2014-05-23,"Segunda Classe","Alto"
"2830","ES-2011-4154402",2011-06-22,2011-06-26,"Classe Padrao","Alto"
"2831","MX-2012-105648",2012-02-15,2012-02-17,"Primeira Classe","Critico"
"2832","MX-2014-167724",2014-09-22,2014-09-24,"Primeira Classe","Alto"
"2833","CA-2013-102092",2013-12-10,2013-12-12,"Primeira Classe","Medio"
"2834","KE-2014-3820",2014-06-28,2014-06-30,"Segunda Classe","Critico"
"2835","IN-2014-29270",2014-11-29,2014-12-05,"Classe Padrao","Medio"
"2836","TU-2013-9520",2013-12-10,2013-12-14,"Classe Padrao","Alto"
"2837","IN-2012-64872",2012-09-03,2012-09-03,"Mesmo Dia","Medio"
"2838","MX-2014-117604",2014-01-16,2014-01-19,"Primeira Classe","Medio"
"2839","SL-2012-7850",2012-12-09,2012-12-10,"Primeira Classe","Alto"
"2840","IN-2013-53140",2013-04-05,2013-04-09,"Classe Padrao","Medio"
"2841","IN-2012-31867",2012-08-01,2012-08-06,"Classe Padrao","Medio"
"2842","MX-2011-155999",2011-05-28,2011-06-02,"Classe Padrao","Alto"
"2843","ES-2011-1589842",2011-05-13,2011-05-15,"Segunda Classe","Alto"
"2844","US-2013-165505",2013-01-23,2013-01-27,"Classe Padrao","Medio"
"2845","ID-2014-72110",2014-01-07,2014-01-11,"Classe Padrao","Medio"
"2846","IT-2011-1877466",2011-02-02,2011-02-06,"Classe Padrao","Alto"
"2847","ES-2013-5239444",2013-11-28,2013-12-01,"Segunda Classe","Alto"
"2848","IN-2013-42311",2013-02-27,2013-02-28,"Primeira Classe","Alto"
"2849","IR-2013-4110",2013-09-25,2013-09-25,"Mesmo Dia","Alto"
"2850","CA-2013-142594",2013-12-02,2013-12-07,"Segunda Classe","Medio"
"2851","ES-2012-4558645",2012-11-16,2012-11-22,"Classe Padrao","Medio"
"2852","CA-2013-143609",2013-12-12,2013-12-14,"Primeira Classe","Critico"
"2853","IN-2012-40848",2012-01-07,2012-01-11,"Classe Padrao","Medio"
"2854","ES-2014-4108009",2014-10-20,2014-10-24,"Segunda Classe","Alto"
"2855","RO-2011-1590",2011-05-14,2011-05-14,"Mesmo Dia","Alto"
"2856","ID-2011-42493",2011-06-03,2011-06-08,"Classe Padrao","Medio"
"2857","GH-2011-210",2011-11-16,2011-11-18,"Segunda Classe","Critico"
"2858","RO-2014-7360",2014-04-09,2014-04-11,"Primeira Classe","Critico"
"2859","IN-2013-25539",2013-12-13,2013-12-17,"Classe Padrao","Alto"
"2860","US-2011-155894",2011-10-13,2011-10-19,"Classe Padrao","Baixo"
"2861","ES-2014-5855273",2014-01-13,2014-01-17,"Classe Padrao","Medio"
"2862","ES-2011-5497239",2011-01-22,2011-01-26,"Classe Padrao","Alto"
"2863","ES-2014-3088059",2014-01-06,2014-01-09,"Segunda Classe","Medio"
"2864","MX-2014-117177",2014-04-08,2014-04-10,"Segunda Classe","Alto"
"2865","ES-2012-1929989",2012-12-20,2012-12-27,"Classe Padrao","Baixo"
"2866","ID-2013-20471",2013-01-09,2013-01-12,"Primeira Classe","Medio"
"2867","US-2013-166660",2013-01-30,2013-02-01,"Segunda Classe","Critico"
"2868","ES-2014-2178876",2014-06-09,2014-06-15,"Classe Padrao","Baixo"
"2869","MX-2013-101805",2013-10-09,2013-10-14,"Classe Padrao","Alto"
"2870","ES-2011-1458159",2011-09-12,2011-09-16,"Classe Padrao","Alto"
"2871","ES-2012-3231769",2012-03-26,2012-03-26,"Mesmo Dia","Alto"
"2872","ES-2012-5954014",2012-02-07,2012-02-11,"Classe Padrao","Alto"
"2873","IN-2013-15529",2013-09-25,2013-09-29,"Classe Padrao","Alto"
"2874","TU-2014-6410",2014-05-07,2014-05-12,"Classe Padrao","Alto"
"2875","MX-2012-119487",2012-11-13,2012-11-15,"Primeira Classe","Alto"
"2876","ES-2011-5861038",2011-03-30,2011-04-03,"Classe Padrao","Alto"
"2877","MX-2014-152968",2014-12-01,2014-12-03,"Primeira Classe","Critico"
"2878","MX-2012-144561",2012-09-28,2012-10-01,"Primeira Classe","Alto"
"2879","GV-2011-9440",2011-04-08,2011-04-11,"Primeira Classe","Critico"
"2880","MX-2011-105893",2011-11-16,2011-11-19,"Primeira Classe","Medio"
"2881","ES-2014-3412389",2014-12-08,2014-12-15,"Classe Padrao","Baixo"
"2882","ES-2011-5504927",2011-03-24,2011-03-27,"Primeira Classe","Critico"
"2883","AO-2014-2270",2014-05-28,2014-06-04,"Classe Padrao","Baixo"
"2884","ES-2011-2469850",2011-08-04,2011-08-06,"Segunda Classe","Critico"
"2885","EG-2012-7790",2012-08-10,2012-08-14,"Classe Padrao","Alto"
"2886","MX-2013-128027",2013-10-04,2013-10-09,"Classe Padrao","Alto"
"2887","IN-2013-63717",2013-04-17,2013-04-24,"Classe Padrao","Baixo"
"2888","ID-2014-35892",2014-11-16,2014-11-22,"Classe Padrao","Medio"
"2889","CA-2012-166583",2012-06-26,2012-06-30,"Classe Padrao","Medio"
"2890","MX-2012-131121",2012-07-09,2012-07-14,"Classe Padrao","Medio"
"2891","SA-2011-8320",2011-06-23,2011-06-29,"Classe Padrao","Baixo"
"2892","IN-2013-63829",2013-08-01,2013-08-05,"Classe Padrao","Medio"
"2893","US-2011-158001",2011-08-31,2011-09-05,"Classe Padrao","Alto"
"2894","IN-2014-70059",2014-01-25,2014-02-01,"Classe Padrao","Baixo"
"2895","UP-2013-9700",2013-12-25,2013-12-30,"Classe Padrao","Medio"
"2896","CA-2014-6280",2014-10-20,2014-10-22,"Primeira Classe","Critico"
"2897","ES-2012-1881846",2012-12-25,2012-12-29,"Classe Padrao","Medio"
"2898","ID-2012-37838",2012-11-14,2012-11-16,"Segunda Classe","Alto"
"2899","UP-2014-2040",2014-07-23,2014-07-24,"Primeira Classe","Critico"
"2900","CA-2011-110786",2011-12-29,2012-01-02,"Classe Padrao","Alto"
"2901","US-2011-138247",2011-12-24,2011-12-29,"Classe Padrao","Medio"
"2902","IN-2014-75288",2014-05-08,2014-05-11,"Primeira Classe","Alto"
"2903","CA-2014-161067",2014-09-04,2014-09-07,"Segunda Classe","Alto"
"2904","ID-2013-83758",2013-07-11,2013-07-15,"Classe Padrao","Alto"
"2905","CA-2014-155376",2014-12-23,2014-12-28,"Classe Padrao","Medio"
"2906","ID-2013-30866",2013-07-17,2013-07-21,"Classe Padrao","Medio"
"2907","MX-2012-101231",2012-06-04,2012-06-11,"Classe Padrao","Medio"
"2908","CA-2014-166436",2014-11-25,2014-11-29,"Classe Padrao","Medio"
"2909","CA-2014-103877",2014-09-08,2014-09-15,"Classe Padrao","Medio"
"2910","BN-2011-6760",2011-09-21,2011-09-22,"Primeira Classe","Alto"
"2911","MX-2012-141341",2012-04-20,2012-04-25,"Classe Padrao","Medio"
"2912","IN-2013-53819",2013-11-25,2013-11-29,"Segunda Classe","Alto"
"2913","CA-2011-114790",2011-03-11,2011-03-13,"Segunda Classe","Alto"
"2914","ES-2014-5359952",2014-10-13,2014-10-19,"Classe Padrao","Medio"
"2915","ID-2013-37572",2013-10-04,2013-10-07,"Segunda Classe","Alto"
"2916","IN-2013-61841",2013-04-26,2013-04-28,"Segunda Classe","Alto"
"2917","IN-2013-60588",2013-11-20,2013-11-20,"Mesmo Dia","Critico"
"2918","ES-2013-1185240",2013-08-13,2013-08-17,"Classe Padrao","Medio"
"2919","ES-2012-4647281",2012-08-09,2012-08-09,"Mesmo Dia","Alto"
"2920","IN-2014-15809",2014-11-13,2014-11-15,"Segunda Classe","Alto"
"2921","IN-2014-24909",2014-12-12,2014-12-17,"Classe Padrao","Medio"
"2922","IN-2012-54729",2012-12-20,2012-12-23,"Primeira Classe","Alto"
"2923","CA-2014-139717",2014-08-25,2014-08-27,"Segunda Classe","Alto"
"2924","CA-2011-162089",2011-03-30,2011-04-01,"Primeira Classe","Critico"
"2925","ID-2013-53833",2013-11-01,2013-11-05,"Classe Padrao","Medio"
"2926","US-2013-131611",2013-11-06,2013-11-10,"Classe Padrao","Medio"
"2927","IV-2013-9990",2013-12-27,2014-01-01,"Classe Padrao","Alto"
"2928","MX-2014-160738",2014-12-10,2014-12-15,"Classe Padrao","Medio"
"2929","ES-2013-5958799",2013-04-16,2013-04-18,"Segunda Classe","Alto"
"2930","MX-2014-131072",2014-01-14,2014-01-19,"Segunda Classe","Alto"
"2931","CA-2011-157784",2011-07-05,2011-07-08,"Primeira Classe","Alto"
"2932","RS-2014-7520",2014-04-08,2014-04-12,"Segunda Classe","Alto"
"2933","US-2013-128013",2013-11-09,2013-11-10,"Primeira Classe","Alto"
"2934","CA-2013-131093",2013-09-18,2013-09-21,"Segunda Classe","Critico"
"2935","ES-2013-4511365",2013-10-29,2013-11-02,"Segunda Classe","Medio"
"2936","EG-2013-2940",2013-01-28,2013-01-31,"Primeira Classe","Critico"
"2937","CA-2011-117464",2011-07-22,2011-07-24,"Segunda Classe","Alto"
"2938","CA-2011-109897",2011-08-12,2011-08-16,"Classe Padrao","Alto"
"2939","MX-2014-154739",2014-07-04,2014-07-07,"Segunda Classe","Alto"
"2940","ES-2013-3446925",2013-08-17,2013-08-21,"Classe Padrao","Alto"
"2941","IN-2013-46812",2013-08-29,2013-08-30,"Primeira Classe","Critico"
"2942","IT-2014-5825471",2014-04-26,2014-05-02,"Classe Padrao","Baixo"
"2943","TU-2012-3470",2012-11-05,2012-11-05,"Mesmo Dia","Alto"
"2944","CA-2013-129280",2013-05-04,2013-05-06,"Primeira Classe","Alto"
"2945","MX-2011-148033",2011-05-24,2011-05-28,"Classe Padrao","Medio"
"2946","IN-2012-86327",2012-10-23,2012-10-23,"Mesmo Dia","Alto"
"2947","IN-2013-74350",2013-08-16,2013-08-18,"Segunda Classe","Critico"
"2948","IT-2014-5878187",2014-09-08,2014-09-13,"Classe Padrao","Medio"
"2949","US-2013-160528",2013-08-24,2013-08-31,"Classe Padrao","Baixo"
"2950","US-2012-139801",2012-11-11,2012-11-14,"Primeira Classe","Medio"
"2951","IN-2013-53987",2013-01-05,2013-01-11,"Classe Padrao","Medio"
"2952","RS-2013-2360",2013-11-09,2013-11-13,"Classe Padrao","Alto"
"2953","US-2011-131275",2011-03-18,2011-03-24,"Classe Padrao","Medio"
"2954","ID-2013-59062",2013-10-17,2013-10-23,"Classe Padrao","Medio"
"2955","IN-2014-32651",2014-08-26,2014-08-28,"Segunda Classe","Alto"
"2956","AG-2013-6810",2013-07-10,2013-07-12,"Segunda Classe","Alto"
"2957","MX-2014-157518",2014-05-31,2014-06-02,"Primeira Classe","Medio"
"2958","ES-2014-1256106",2014-09-26,2014-10-01,"Classe Padrao","Medio"
"2959","ID-2013-18952",2013-10-11,2013-10-11,"Mesmo Dia","Medio"
"2960","MX-2014-125878",2014-02-26,2014-03-05,"Classe Padrao","Medio"
"2961","MX-2013-148005",2013-05-06,2013-05-11,"Classe Padrao","Medio"
"2962","IN-2014-32049",2014-09-03,2014-09-07,"Classe Padrao","Medio"
"2963","US-2012-163118",2012-12-25,2013-01-01,"Classe Padrao","Baixo"
"2964","IT-2012-5509380",2012-11-02,2012-11-08,"Classe Padrao","Medio"
"2965","ES-2014-1406762",2014-12-15,2014-12-19,"Classe Padrao","Alto"
"2966","ES-2013-2754415",2013-09-05,2013-09-07,"Primeira Classe","Alto"
"2967","GH-2012-3030",2012-10-15,2012-10-19,"Classe Padrao","Medio"
"2968","TU-2013-2760",2013-07-23,2013-07-28,"Classe Padrao","Medio"
"2969","IN-2014-80153",2014-08-26,2014-08-31,"Segunda Classe","Alto"
"2970","ES-2014-2866560",2014-01-17,2014-01-19,"Segunda Classe","Critico"
"2971","CA-2011-101931",2011-10-28,2011-10-31,"Primeira Classe","Alto"
"2972","ES-2014-3758334",2014-04-14,2014-04-16,"Segunda Classe","Alto"
"2973","US-2014-141985",2014-08-22,2014-08-24,"Segunda Classe","Critico"
"2974","ES-2013-4009230",2013-10-21,2013-10-24,"Primeira Classe","Alto"
"2975","MX-2011-115826",2011-08-22,2011-08-26,"Classe Padrao","Medio"
"2976","IN-2014-41709",2014-10-25,2014-10-29,"Classe Padrao","Medio"
"2977","MX-2013-102470",2013-11-20,2013-11-23,"Primeira Classe","Alto"
"2978","MX-2012-158526",2012-04-19,2012-04-26,"Classe Padrao","Baixo"
"2979","IN-2012-67805",2012-06-05,2012-06-07,"Primeira Classe","Critico"
"2980","IT-2013-4891100",2013-05-01,2013-05-03,"Segunda Classe","Alto"
"2981","ES-2014-4689230",2014-12-25,2014-12-29,"Classe Padrao","Medio"
"2982","CA-2011-160773",2011-07-01,2011-07-05,"Classe Padrao","Alto"
"2983","CA-2014-5120",2014-02-18,2014-02-23,"Segunda Classe","Medio"
"2984","MR-2013-8020",2013-10-17,2013-10-22,"Classe Padrao","Medio"
"2985","KE-2011-6940",2011-10-01,2011-10-05,"Classe Padrao","Alto"
"2986","MX-2013-167913",2013-08-27,2013-08-28,"Primeira Classe","Alto"
"2987","ES-2012-3438393",2012-02-18,2012-02-22,"Classe Padrao","Alto"
"2988","EG-2011-1800",2011-04-14,2011-04-19,"Classe Padrao","Alto"
"2989","ES-2012-5840484",2012-07-06,2012-07-09,"Segunda Classe","Alto"
"2990","GV-2012-1920",2012-07-03,2012-07-07,"Classe Padrao","Medio"
"2991","IN-2012-30572",2012-11-01,2012-11-05,"Classe Padrao","Medio"
"2992","ID-2012-37887",2012-01-26,2012-01-29,"Primeira Classe","Alto"
"2993","IN-2014-31223",2014-08-05,2014-08-06,"Primeira Classe","Medio"
"2994","ES-2014-2518452",2014-09-19,2014-09-22,"Segunda Classe","Alto"
"2995","ES-2012-3241112",2012-06-28,2012-07-03,"Classe Padrao","Medio"
"2996","ID-2011-36011",2011-01-26,2011-01-27,"Primeira Classe","Alto"
"2997","MO-2014-780",2014-08-04,2014-08-09,"Segunda Classe","Medio"
"2998","CA-2011-9430",2011-11-09,2011-11-11,"Segunda Classe","Alto"
"2999","ES-2014-4859001",2014-06-17,2014-06-22,"Classe Padrao","Medio"
"3000","ES-2013-2341157",2013-10-08,2013-10-12,"Classe Padrao","Medio"
"3001","IN-2014-45986",2014-10-08,2014-10-13,"Classe Padrao","Medio"
"3002","ID-2014-65250",2014-07-01,2014-07-05,"Classe Padrao","Alto"
"3003","IN-2013-35822",2013-09-24,2013-09-28,"Classe Padrao","Medio"
"3004","MX-2013-137631",2013-05-29,2013-06-04,"Classe Padrao","Medio"
"3005","IN-2012-68911",2012-08-23,2012-08-25,"Primeira Classe","Alto"
"3006","ES-2012-3876991",2012-04-26,2012-04-28,"Primeira Classe","Critico"
"3007","ES-2013-2387221",2013-09-04,2013-09-08,"Classe Padrao","Alto"
"3008","CA-2012-169796",2012-11-09,2012-11-14,"Classe Padrao","Alto"
"3009","MX-2013-159366",2013-10-13,2013-10-19,"Classe Padrao","Baixo"
"3010","MX-2011-133844",2011-10-03,2011-10-06,"Primeira Classe","Critico"
"3011","IN-2011-85991",2011-12-16,2011-12-22,"Classe Padrao","Medio"
"3012","MX-2014-112039",2014-12-09,2014-12-09,"Mesmo Dia","Alto"
"3013","ES-2011-3661686",2011-01-15,2011-01-20,"Segunda Classe","Medio"
"3014","CA-2011-124429",2011-05-27,2011-05-27,"Mesmo Dia","Alto"
"3015","ES-2014-1538808",2014-06-30,2014-07-04,"Classe Padrao","Medio"
"3016","IT-2013-3843253",2013-09-20,2013-09-23,"Primeira Classe","Medio"
"3017","IT-2014-2655984",2014-12-05,2014-12-12,"Classe Padrao","Medio"
"3018","IN-2013-54162",2013-12-25,2014-01-01,"Classe Padrao","Medio"
"3019","ES-2013-3878132",2013-06-10,2013-06-14,"Classe Padrao","Medio"
"3020","IR-2011-6550",2011-08-04,2011-08-06,"Segunda Classe","Alto"
"3021","IT-2014-1612191",2014-08-14,2014-08-18,"Classe Padrao","Medio"
"3022","CA-2012-134719",2012-10-10,2012-10-15,"Classe Padrao","Alto"
"3023","IN-2013-51334",2013-06-04,2013-06-09,"Classe Padrao","Medio"
"3024","SF-2014-3770",2014-08-29,2014-08-31,"Segunda Classe","Medio"
"3025","ES-2014-5896804",2014-10-14,2014-10-15,"Primeira Classe","Alto"
"3026","ES-2011-3106999",2011-11-04,2011-11-09,"Classe Padrao","Medio"
"3027","BO-2014-9240",2014-06-05,2014-06-08,"Segunda Classe","Medio"
"3028","UP-2013-720",2013-03-18,2013-03-22,"Classe Padrao","Medio"
"3029","US-2014-105389",2014-10-24,2014-10-29,"Segunda Classe","Medio"
"3030","IZ-2014-3660",2014-01-24,2014-01-28,"Classe Padrao","Alto"
"3031","NI-2012-9150",2012-12-24,2012-12-30,"Classe Padrao","Medio"
"3032","SA-2011-1570",2011-08-04,2011-08-09,"Classe Padrao","Medio"
"3033","MX-2013-134453",2013-03-27,2013-03-30,"Segunda Classe","Medio"
"3034","CA-2012-142202",2012-09-18,2012-09-23,"Segunda Classe","Alto"
"3035","RS-2014-3790",2014-12-17,2014-12-20,"Segunda Classe","Medio"
"3036","IT-2014-2245117",2014-12-29,2014-12-31,"Primeira Classe","Critico"
"3037","ES-2013-4786711",2013-06-29,2013-07-03,"Classe Padrao","Medio"
"3038","CA-2013-164784",2013-05-02,2013-05-05,"Primeira Classe","Medio"
"3039","ID-2014-46756",2014-06-21,2014-06-26,"Classe Padrao","Alto"
"3040","IS-2014-6390",2014-03-31,2014-04-05,"Classe Padrao","Medio"
"3041","ES-2013-1526338",2013-07-14,2013-07-17,"Primeira Classe","Medio"
"3042","ES-2012-5580875",2012-01-09,2012-01-14,"Classe Padrao","Medio"
"3043","IN-2012-72229",2012-06-27,2012-07-02,"Segunda Classe","Medio"
"3044","ES-2014-4187907",2014-11-08,2014-11-10,"Segunda Classe","Alto"
"3045","MX-2013-108812",2013-09-26,2013-09-28,"Segunda Classe","Alto"
"3046","CA-2012-162782",2012-02-21,2012-02-27,"Classe Padrao","Medio"
"3047","ES-2014-5334183",2014-08-04,2014-08-07,"Segunda Classe","Alto"
"3048","BK-2012-9590",2012-08-06,2012-08-10,"Segunda Classe","Alto"
"3049","IN-2013-20933",2013-10-15,2013-10-17,"Segunda Classe","Alto"
"3050","ZA-2012-7690",2012-06-12,2012-06-18,"Classe Padrao","Baixo"
"3051","ID-2014-82463",2014-01-29,2014-02-02,"Segunda Classe","Medio"
"3052","IT-2014-2355834",2014-06-19,2014-06-25,"Classe Padrao","Medio"
"3053","MX-2014-166135",2014-09-17,2014-09-19,"Primeira Classe","Alto"
"3054","ES-2013-5195590",2013-12-03,2013-12-04,"Primeira Classe","Medio"
"3055","ES-2014-1984595",2014-12-19,2014-12-19,"Mesmo Dia","Medio"
"3056","PU-2014-730",2014-11-21,2014-11-23,"Segunda Classe","Alto"
"3057","IR-2014-6370",2014-12-15,2014-12-18,"Primeira Classe","Alto"
"3058","MX-2014-148509",2014-06-18,2014-06-20,"Segunda Classe","Alto"
"3059","IN-2011-60791",2011-10-07,2011-10-10,"Primeira Classe","Medio"
"3060","AO-2013-6910",2013-12-31,2014-01-03,"Primeira Classe","Medio"
"3061","MX-2014-118052",2014-09-13,2014-09-18,"Segunda Classe","Medio"
"3062","CA-2013-134803",2013-05-29,2013-06-04,"Classe Padrao","Baixo"
"3063","IN-2014-44719",2014-08-11,2014-08-11,"Mesmo Dia","Alto"
"3064","US-2012-131513",2012-10-20,2012-10-26,"Classe Padrao","Baixo"
"3065","IT-2011-4480159",2011-10-12,2011-10-16,"Classe Padrao","Alto"
"3066","IN-2014-79866",2014-09-02,2014-09-07,"Classe Padrao","Medio"
"3067","ES-2013-2996255",2013-11-25,2013-11-29,"Classe Padrao","Alto"
"3068","CA-2011-129924",2011-07-12,2011-07-17,"Classe Padrao","Alto"
"3069","CA-2011-137092",2011-10-20,2011-10-22,"Segunda Classe","Critico"
"3070","AG-2012-4630",2012-05-28,2012-05-30,"Segunda Classe","Medio"
"3071","ES-2011-4272488",2011-12-09,2011-12-14,"Classe Padrao","Medio"
"3072","ES-2014-2606695",2014-07-03,2014-07-03,"Mesmo Dia","Alto"
"3073","IN-2012-53518",2012-05-22,2012-05-26,"Classe Padrao","Alto"
"3074","ES-2013-2795403",2013-11-22,2013-11-28,"Classe Padrao","Medio"
"3075","IN-2013-38384",2013-12-11,2013-12-13,"Primeira Classe","Alto"
"3076","ES-2011-5793145",2011-05-05,2011-05-10,"Classe Padrao","Medio"
"3077","IN-2013-40218",2013-01-29,2013-02-02,"Classe Padrao","Alto"
"3078","ES-2014-1879715",2014-06-29,2014-07-03,"Classe Padrao","Medio"
"3079","CA-2011-169726",2011-08-09,2011-08-13,"Classe Padrao","Medio"
"3080","ES-2012-4286133",2012-09-04,2012-09-08,"Classe Padrao","Alto"
"3081","ID-2013-66258",2013-04-26,2013-05-03,"Classe Padrao","Baixo"
"3082","IN-2012-63080",2012-02-02,2012-02-08,"Classe Padrao","Medio"
"3083","IN-2013-17482",2013-03-29,2013-04-03,"Segunda Classe","Medio"
"3084","EG-2014-1610",2014-01-20,2014-01-22,"Primeira Classe","Alto"
"3085","LI-2011-280",2011-12-20,2011-12-21,"Mesmo Dia","Alto"
"3086","CA-2012-117611",2012-11-08,2012-11-10,"Segunda Classe","Critico"
"3087","UP-2012-7030",2012-08-10,2012-08-16,"Classe Padrao","Baixo"
"3088","IT-2014-2254772",2014-08-21,2014-08-24,"Segunda Classe","Critico"
"3089","IN-2013-77353",2013-10-30,2013-11-02,"Segunda Classe","Alto"
"3090","US-2011-123183",2011-11-19,2011-11-25,"Classe Padrao","Medio"
"3091","IN-2014-50011",2014-10-28,2014-11-04,"Classe Padrao","Medio"
