"","id_pedido","id_cliente","id_produto","valor_venda","quantidade_venda","custo_envio"
"6488","CA-2011-110184","BF-11170","OFF-ST-10000107",249.75,9,52.56
"6489","ID-2013-35402","BM-11140","FUR-CH-10002213",2057.13,5,52.54
"6490","CA-2014-157966","SU-20665","TEC-MA-10002109",209.986,2,52.54
"6491","LI-2014-9890","TH-11235","TEC-HEW-10000839",381.63,1,52.54
"6492","IT-2011-3076849","JR-15700","TEC-CO-10001567",523.86,2,52.53
"6493","IR-2013-9810","SC-10770","FUR-NOV-10002107",803.52,6,52.52
"6494","MX-2012-140767","RB-19795","TEC-AC-10000376",820.7,5,52.51
"6495","MX-2014-141789","RD-19480","TEC-CO-10002657",866.0644,5,52.51
"6496","MX-2014-104122","JK-15625","TEC-PH-10003970",299.1,5,52.51
"6497","ES-2013-3404025","CY-12745","TEC-CO-10001567",667.9215,3,52.51
"6498","ES-2011-1084683","FO-14305","TEC-AC-10000827",414.9,5,52.51
"6499","IN-2013-45237","AW-10930","FUR-CH-10003551",1289.76,8,52.5
"6500","ID-2011-46021","AM-10705","OFF-ST-10000622",255.744,2,52.5
"6501","CA-2012-117800","TH-21550","FUR-CH-10000785",542.94,3,52.5
"6502","US-2014-152254","AB-10255","FUR-CH-10004669",732.72,3,52.49
"6503","ID-2014-24363","TB-21520","TEC-CO-10004507",722.4714,6,52.47
"6504","CA-2011-159520","GT-14635","FUR-TA-10003238",991.764,3,52.46
"6505","CA-2012-137526","PB-19150","FUR-FU-10004845",464.85,9,52.46
"6506","MZ-2011-1260","SV-10785","OFF-ELD-10001694",255.84,2,52.46
"6507","GH-2014-7350","SS-10590","TEC-EPS-10003473",647.76,8,52.46
"6508","IT-2014-2544381","HK-14890","TEC-AC-10004997",619.974,6,52.45
"6509","ES-2013-5521273","AG-10300","OFF-ST-10004377",424.89,3,52.44
"6510","ES-2014-5302686","SL-20155","FUR-CH-10002647",315.432,3,52.44
"6511","IN-2014-67308","ON-18715","TEC-PH-10002138",339.48,2,52.44
"6512","MO-2013-8690","SD-10485","OFF-FEL-10001405",137.79,1,52.44
"6513","UP-2014-8060","BM-1140","FUR-HON-10002941",331.8,2,52.43
"6514","ES-2011-3729382","CM-11815","TEC-PH-10002663",245.862,3,52.42
"6515","CA-2012-111339","VP-21760","FUR-CH-10000863",317.058,3,52.41
"6516","ID-2013-78298","CK-12205","TEC-MA-10003338",307.4625,5,52.4
"6517","AO-2013-1140","LW-7125","TEC-CIS-10000758",652.68,1,52.38
"6518","TU-2012-3110","RO-9780","OFF-BRE-10002255",447.744,2,52.37
"6519","US-2013-115441","SH-19975","TEC-PH-10002262",297.55,5,52.36
"6520","US-2013-143098","CK-12760","OFF-ST-10001393",206.604,9,52.34
"6521","CA-2013-136126","EH-14125","OFF-PA-10004327",191.6,4,52.33
"6522","IN-2013-70948","PJ-19015","TEC-AC-10003413",447.876,2,52.32
"6523","CA-2011-109232","ND-18370","FUR-CH-10000422",545.94,6,52.32
"6524","MX-2013-166863","JL-15505","TEC-PH-10004251",672.12,6,52.31
"6525","IN-2011-12316","MS-17365","TEC-PH-10000303",2544.96,4,52.31
"6526","US-2013-156097","EH-14125","FUR-CH-10001215",701.372,2,52.31
"6527","IR-2014-4360","NG-8355","FUR-SAU-10003933",438.51,1,52.31
"6528","MX-2013-121531","TG-21640","FUR-CH-10004920",394.92,9,52.31
"6529","ES-2014-4875323","BT-11305","TEC-PH-10001732",848.4,5,52.3
"6530","ID-2014-37250","LR-17035","TEC-CO-10004027",534.762,2,52.3
"6531","ID-2014-42297","JD-16060","OFF-AP-10002226",260.82,3,52.28
"6532","IN-2013-71354","MY-17380","OFF-ST-10002395",1714.365,9,52.27
"6533","ID-2012-85053","TS-21505","TEC-PH-10000298",453.6,6,52.27
"6534","US-2011-152240","VG-21790","FUR-CH-10000885",551.556,3,52.26
"6535","IN-2011-44803","JK-15325","FUR-FU-10003939",155.7,3,52.26
"6536","CA-2011-152254","BD-11620","OFF-PA-10001144",310.688,7,52.26
"6537","MX-2014-139773","CM-11815","OFF-SU-10004655",337.2,12,52.26
"6538","MX-2014-148418","BG-11740","FUR-BO-10002471",224.4,2,52.25
"6539","CA-2013-145611","HA-14905","OFF-AP-10001005",393.25,5,52.25
"6540","IN-2013-42521","SL-20155","FUR-CH-10003692",255.285,3,52.24
"6541","US-2014-125101","TS-21085","FUR-CH-10004011",367.2,2,52.24
"6542","ID-2012-71858","CP-12085","TEC-PH-10003784",593.9895,5,52.22
"6543","MO-2013-8630","AB-255","FUR-DAN-10001584",496.44,4,52.22
"6544","ES-2012-4263971","AB-10105","TEC-CO-10002686",319.92,1,52.21
"6545","IN-2011-33183","SB-20170","TEC-PH-10000896",911.52,6,52.21
"6546","IT-2014-2152908","RE-19450","FUR-FU-10000718",190.8,8,52.2
"6547","ES-2013-5254576","TB-21280","OFF-AP-10002698",277.89,1,52.2
"6548","MX-2012-100888","KM-16720","OFF-AP-10001776",561.344,2,52.2
"6549","ES-2014-2434348","CP-12085","OFF-ST-10004060",356.292,2,52.19
"6550","CA-2014-156237","PS-18760","TEC-MA-10001681",241.17,2,52.17
"6551","MX-2014-122826","DN-13690","TEC-PH-10000286",572.52,6,52.17
"6552","ES-2013-1299121","NH-18610","OFF-AR-10004739",269.85,5,52.16
"6553","ID-2011-58040","LH-17155","OFF-AR-10002417",151.1976,4,52.16
"6554","IN-2014-24041","MK-18160","FUR-BO-10002819",341.9982,3,52.16
"6555","NI-2013-3820","AJ-780","TEC-CIS-10002259",195.444,1,52.16
"6556","MX-2014-156566","GM-14500","FUR-CH-10000891",1136.664,6,52.14
"6557","ES-2014-3957750","AH-10690","OFF-ST-10002263",425.25,7,52.14
"6558","IN-2011-53469","CC-12430","FUR-BO-10003384",775.278,7,52.13
"6559","CA-2014-153871","RB-19435","OFF-BI-10004600",735.98,2,52.13
"6560","CA-2014-109393","JC-15775","FUR-BO-10003966",435.999,3,52.12
"6561","IN-2014-30390","JD-16150","FUR-CH-10003861",292.7592,3,52.11
"6562","IN-2014-72278","MR-17545","TEC-PH-10004509",339.18,2,52.1
"6563","US-2013-123750","RB-19795","TEC-AC-10004659",291.96,5,52.1
"6564","ID-2013-79432","JK-15325","OFF-SU-10004766",217.755,5,52.09
"6565","ES-2013-1299121","NH-18610","TEC-PH-10001573",1086.147,2,52.08
"6566","IN-2014-79005","LS-16945","TEC-CO-10001726",477.3411,3,52.05
"6567","MX-2013-139766","BP-11290","FUR-CH-10001675",251.2,5,52.05
"6568","ES-2014-5240921","CS-12250","OFF-ST-10000872",549.36,4,52.04
"6569","CA-2013-103464","PG-18820","TEC-AC-10002842",595,5,52.03
"6570","NI-2013-3460","MV-8190","TEC-STA-10002459",307.548,4,52.03
"6571","CA-2012-123141","GZ-14470","FUR-CH-10004287",883.84,4,52.02
"6572","IR-2013-4560","DK-3375","TEC-OKI-10001385",311.25,1,52.02
"6573","IT-2014-2147306","KC-16675","TEC-CO-10004252",650.7,5,51.98
"6574","IT-2013-1042428","DL-13315","TEC-CO-10004005",406.368,2,51.98
"6575","ES-2012-2926191","JB-16045","OFF-AR-10002902",322.2,6,51.97
"6576","MX-2013-131793","DJ-13510","OFF-ST-10001010",277.08,2,51.96
"6577","IN-2012-50207","GH-14425","OFF-AR-10000179",325.269,7,51.96
"6578","IN-2013-28542","LC-17140","FUR-BO-10004821",976.56,8,51.96
"6579","IN-2011-26456","EA-14035","TEC-CO-10004689",297.18,2,51.95
"6580","IN-2011-22396","TM-21490","TEC-CO-10001630",264.8268,2,51.95
"6581","CA-2011-124478","MA-17560","TEC-CO-10001571",549.99,1,51.95
"6582","ES-2012-3679676","EM-14200","TEC-AC-10002738",348.93,3,51.94
"6583","RO-2012-7230","DJ-3630","FUR-SAU-10004053",788.4,4,51.94
"6584","MX-2013-134453","RM-19375","FUR-BO-10001356",731.82,3,51.93
"6585","IT-2013-3876705","EJ-14155","FUR-BO-10003738",729.84,2,51.91
"6586","IN-2013-35745","JF-15295","TEC-CO-10002040",1431.81,5,51.91
"6587","IN-2012-68869","MV-17485","TEC-CO-10000794",378.39,1,51.9
"6588","CA-2011-144666","JP-15520","OFF-ST-10002743",340.92,3,51.9
"6589","CA-2014-102337","SD-20485","FUR-CH-10004289",470.302,7,51.9
"6590","IV-2014-5410","BP-1050","FUR-HAR-10002873",952.2,2,51.9
"6591","MX-2012-158610","RA-19915","FUR-TA-10004840",985.248,2,51.9
"6592","TU-2013-9400","DM-3345","TEC-MOT-10003050",3085.344,12,51.89
"6593","MX-2011-132479","JD-15895","FUR-BO-10004423",165.88,2,51.88
"6594","LE-2014-6870","JF-5415","FUR-HAR-10004593",473.61,1,51.88
"6595","ES-2013-2183682","JM-15655","TEC-MA-10001142",509.85,3,51.87
"6596","IN-2011-60196","PG-18895","OFF-PA-10003139",149.58,9,51.87
"6597","ES-2014-3986366","EM-13960","OFF-ST-10000648",1023.12,8,51.86
"6598","CA-2011-158274","RM-19675","TEC-PH-10003273",503.96,4,51.86
"6599","IT-2014-4038519","MA-17560","FUR-BO-10000797",459.513,3,51.84
"6600","ID-2014-34821","KC-16675","TEC-CO-10003819",861.84,4,51.83
"6601","ES-2012-2621001","AB-10015","TEC-MA-10000161",244.74,2,51.82
"6602","US-2012-159982","DR-12880","TEC-PH-10001580",647.904,6,51.81
"6603","NI-2013-8980","RA-9945","TEC-CIS-10002344",195.417,1,51.81
"6604","ES-2014-1006842","KS-16300","FUR-BO-10004914",143.37,1,51.8
"6605","CA-2013-101672","DB-12910","FUR-CH-10004063",915.136,4,51.8
"6606","US-2011-168256","CS-11950","FUR-CH-10002438",369.144,3,51.8
"6607","IT-2012-2737300","PF-19225","TEC-PH-10002715",364.32,2,51.79
"6608","ES-2014-1695428","RD-19480","OFF-ST-10002159",557.28,3,51.79
"6609","ES-2013-4677050","AA-10315","TEC-PH-10002079",159.48,2,51.79
"6610","IN-2012-79649","MK-17905","FUR-BO-10001196",691.1163,3,51.79
"6611","IN-2013-74595","SH-20635","TEC-CO-10002380",568.62,3,51.77
"6612","US-2014-124730","MG-18205","FUR-BO-10003530",350.088,3,51.75
"6613","IN-2014-37712","BK-11260","TEC-CO-10001222",274.9545,1,51.75
"6614","MA-2014-1150","JO-5145","FUR-SAU-10004653",871.98,2,51.75
"6615","IN-2013-63745","NF-18385","FUR-BO-10001212",793.206,2,51.74
"6616","MX-2013-138373","RA-19285","FUR-BO-10003287",895.18,11,51.74
"6617","IN-2011-43599","JG-15805","TEC-AC-10004487",976.08,4,51.72
"6618","ES-2011-4240072","JF-15565","TEC-CO-10002244",248.82,2,51.71
"6619","MX-2014-167724","CG-12520","OFF-AR-10001495",227.08,7,51.69
"6620","CA-2013-167556","JM-15250","FUR-FU-10004848",414,8,51.69
"6621","IT-2011-2421873","LH-17155","FUR-BO-10001039",410.76,2,51.68
"6622","ES-2014-2769035","RH-19495","TEC-PH-10004162",535.8825,5,51.67
"6623","IN-2013-14248","MO-17500","TEC-CO-10002040",636.36,2,51.67
"6624","CA-2011-156594","MC-17845","OFF-BI-10004632",487.984,2,51.65
"6625","ES-2014-5479414","LC-17050","OFF-ST-10002159",557.28,3,51.64
"6626","IN-2014-22228","EJ-13720","FUR-CH-10000351",369.117,7,51.63
"6627","ES-2011-4342226","CL-12565","OFF-AR-10001898",133.35,5,51.62
"6628","ES-2011-5441485","AB-10255","FUR-BO-10003878",410.346,3,51.61
"6629","NI-2011-9380","JK-5370","FUR-BUS-10002040",660.312,6,51.61
"6630","ES-2013-1001647","DD-13570","FUR-BO-10004408",491.76,4,51.6
"6631","IN-2014-43382","JC-16105","OFF-SU-10000970",182.55,5,51.6
"6632","ID-2013-38776","DR-12880","FUR-BO-10000676",567.135,9,51.6
"6633","IN-2011-27534","MH-17785","TEC-AC-10002244",543.0168,4,51.59
"6634","MZ-2012-1580","TB-11400","FUR-BUS-10004854",690.48,4,51.59
"6635","MX-2012-111976","AA-10645","TEC-CO-10004901",183.95496,2,51.59
"6636","MD-2012-7840","JK-5205","TEC-BEL-10001971",337.2,8,51.58
"6637","AO-2011-8000","JK-5370","TEC-KON-10001624",244.74,2,51.57
"6638","IN-2014-52391","DP-13390","FUR-TA-10000962",646.569,1,51.56
"6639","ES-2014-2756281","MW-18220","OFF-ST-10002539",405.09,7,51.55
"6640","IN-2012-10482","CY-12745","FUR-CH-10000974",691.4706,2,51.54
"6641","IN-2012-69072","KA-16525","TEC-CO-10002658",669.06,5,51.54
"6642","MX-2012-118080","DC-12850","OFF-ST-10002781",687.36,8,51.53
"6643","ES-2014-3223817","PM-19135","TEC-CO-10002769",599.16,2,51.53
"6644","MX-2014-116267","EB-13975","FUR-CH-10004844",333.9,3,51.53
"6645","IT-2013-3688620","AG-10300","FUR-TA-10004219",1291.446,4,51.52
"6646","ES-2011-5540627","CS-11860","FUR-BO-10001287",607.716,4,51.52
"6647","US-2011-144078","RB-19435","FUR-CH-10002335",725.344,4,51.52
"6648","IN-2011-63990","JR-15700","TEC-CO-10002119",531.522,2,51.51
"6649","EZ-2014-8460","CH-2070","TEC-MOT-10000554",643.98,1,51.51
"6650","IN-2014-75267","RB-19465","FUR-CH-10001797",448.77,7,51.49
"6651","MX-2014-102120","TC-21145","FUR-BO-10000624",700.176,3,51.48
"6652","ES-2011-5693005","AG-10495","FUR-BO-10004585",769.176,6,51.45
"6653","IN-2011-71494","SA-20830","OFF-AP-10001559",589.68,6,51.45
"6654","RS-2013-2350","HG-5025","TEC-LOG-10004405",247.32,1,51.45
"6655","MX-2013-162908","JE-15745","FUR-BO-10004142",876.3,3,51.44
"6656","ID-2012-66111","AB-10015","FUR-FU-10002699",141.825,5,51.44
"6657","MX-2013-136749","BM-11650","FUR-CH-10002088",337.92,6,51.41
"6658","MX-2013-151617","DL-13495","FUR-BO-10004567",231.72,2,51.41
"6659","ID-2014-73678","AO-10810","TEC-MA-10002701",701.6625,3,51.41
"6660","US-2013-115455","SE-20110","FUR-TA-10003569",601.47,3,51.4
"6661","CA-2014-111577","AJ-10780","OFF-PA-10000062",307.776,7,51.4
"6662","CA-2013-125087","TH-21115","OFF-ST-10001780",1554.936,3,51.4
"6663","MX-2013-108063","LC-16930","OFF-AP-10001049",333.92,8,51.4
"6664","MX-2013-105459","AG-10390","TEC-CO-10001087",593.53056,6,51.38
"6665","MX-2013-157735","KD-16615","FUR-CH-10001455",117.62,1,51.36
"6666","ES-2014-4798738","HJ-14875","TEC-PH-10003137",829.1325,7,51.36
"6667","CA-2014-150266","RO-19780","FUR-CH-10002126",853.93,5,51.36
"6668","IN-2013-55772","TM-21010","TEC-PH-10002042",1283.52,7,51.35
"6669","IN-2013-49857","SF-20200","FUR-CH-10000258",366.84,4,51.34
"6670","RO-2014-2550","BH-1710","TEC-CAN-10004291",756.6,2,51.34
"6671","US-2014-163741","SU-20665","FUR-TA-10004249",656.46,7,51.34
"6672","CA-2013-118129","CL-12565","FUR-FU-10004904",303.92,5,51.33
"6673","MO-2011-8130","LW-7215","FUR-DAN-10002967",281.82,2,51.32
"6674","IN-2014-19561","BT-11395","FUR-CH-10003910",521.43,7,51.3
"6675","ES-2013-1099419","LP-17095","OFF-AP-10001623",566.61,1,51.28
"6676","ES-2012-5371207","GB-14575","TEC-PH-10001664",502.95,7,51.28
"6677","IS-2012-2100","LS-6945","OFF-HAM-10001107",500.88,1,51.28
"6678","CA-2012-105627","DK-12895","TEC-PH-10003012",769.95,5,51.27
"6679","IN-2013-46588","RD-19810","FUR-CH-10003097",230.742,2,51.24
"6680","MX-2013-101525","FA-14230","TEC-AC-10000376",295.452,3,51.24
"6681","MX-2012-114902","VM-21685","OFF-BI-10001183",163.98,9,51.23
"6682","US-2014-117534","CV-12295","OFF-AP-10002403",176.04,4,51.23
"6683","CA-2014-146192","BD-11725","OFF-ST-10003716",675.06,3,51.19
"6684","CA-2013-156748","BS-11755","OFF-ST-10001370",496.86,7,51.19
"6685","MX-2011-158792","TR-21325","OFF-AR-10001053",140.98,7,51.18
"6686","IT-2011-4618152","AG-10525","TEC-PH-10004879",182.304,4,51.18
"6687","IN-2014-17930","MG-17695","FUR-FU-10001246",648.9,6,51.18
"6688","IS-2012-9100","CS-2400","FUR-BUS-10002138",504.12,4,51.18
"6689","IN-2013-17048","SH-19975","FUR-BO-10000071",530.145,5,51.16
"6690","US-2013-146794","SH-19975","FUR-BO-10004467",424.9575,5,51.16
"6691","ES-2014-3455098","CS-12460","TEC-MA-10004609",311.25,1,51.14
"6692","US-2013-119781","CD-11920","OFF-ST-10000505",164.772,3,51.13
"6693","CG-2014-4120","MH-7785","TEC-OKI-10000372",312.51,1,51.13
"6694","ES-2011-1444426","ME-17725","OFF-AP-10004869",584.22,7,51.12
"6695","IT-2013-5689054","VB-21745","OFF-SU-10003632",171.882,6,51.12
"6696","US-2014-116897","JG-15160","TEC-PH-10004389",302.376,3,51.11
"6697","GH-2014-4170","DW-3480","TEC-PAN-10000092",309.24,1,51.11
"6698","MX-2014-139773","CM-11815","TEC-AC-10000203",341.8,2,51.11
"6699","ID-2014-54365","ML-17410","FUR-TA-10002527",533.1588,2,51.1
"6700","MX-2013-154886","CM-12715","TEC-AC-10003857",145.68,3,51.09
"6701","SA-2014-1290","MC-7575","OFF-SME-10003752",256.86,2,51.09
"6702","MX-2014-108973","AP-10915","TEC-AC-10001076",238.5,5,51.09
"6703","ID-2014-76513","RR-19315","FUR-BO-10004707",654.102,2,51.08
"6704","IN-2014-75736","GD-14590","TEC-CO-10001895",643.248,2,51.08
"6705","IN-2011-53469","CC-12430","FUR-BO-10004404",776.466,6,51.08
"6706","US-2011-137001","TH-21100","FUR-CH-10004011",367.2,2,51.05
"6707","MX-2014-101910","TC-20980","TEC-CO-10004981",143.52,3,51.04
"6708","IT-2014-2810229","AJ-10795","TEC-PH-10003325",332.748,3,51.04
"6709","ES-2011-4915337","JG-15115","FUR-BO-10000022",677.4,4,51.03
"6710","ES-2013-3042034","PJ-18835","OFF-EN-10003936",147.24,6,51.03
"6711","US-2014-124828","RD-19585","OFF-ST-10001941",252.828,3,51.01
"6712","MX-2012-164441","MB-17305","FUR-BO-10001498",1318.752,6,51.01
"6713","ES-2012-5113958","EB-13840","TEC-CO-10004325",428.22,3,51
"6714","ID-2014-52993","MG-17875","TEC-MA-10003101",711.828,3,51
"6715","MX-2014-101826","RW-19630","OFF-ST-10002538",378.88,4,50.99
"6716","IT-2013-3085011","MP-17965","OFF-PA-10004145",196.08,8,50.98
"6717","IN-2012-27562","JD-15790","TEC-CO-10003113",642.72,2,50.97
"6718","MX-2012-131380","TG-21310","FUR-CH-10001607",177.824,2,50.93
"6719","MX-2013-147543","BT-11305","TEC-PH-10001587",456.66,9,50.93
"6720","ES-2014-4717877","PB-19210","FUR-BO-10000847",437.724,4,50.93
"6721","CA-2013-162138","GK-14620","OFF-BI-10004593",251.52,6,50.92
"6722","CA-2012-142930","EB-14170","OFF-PA-10003395",335.52,4,50.91
"6723","US-2011-125689","DK-12895","OFF-AP-10000200",633.528,3,50.9
"6724","ID-2011-66412","AF-10870","FUR-CH-10002872",695.88,2,50.9
"6725","MX-2012-135230","BH-11710","TEC-CO-10002571",191.49624,2,50.89
"6726","ES-2013-1534120","CB-12535","OFF-ST-10002263",382.725,7,50.89
"6727","ID-2011-72894","PS-18970","FUR-FU-10004074",139.944,7,50.88
"6728","IN-2014-33407","PL-18925","TEC-AC-10003753",464.13,2,50.88
"6729","CA-2014-154011","DB-13270","FUR-TA-10000688",457.485,3,50.88
"6730","ES-2014-1314291","ZC-21910","FUR-BO-10000311",706.32,4,50.87
"6731","IN-2014-28948","Co-12640","FUR-CH-10001913",705.72,4,50.87
"6732","CA-2013-161907","JH-16180","OFF-SU-10000646",769.184,4,50.87
"6733","IN-2014-29907","DB-13660","OFF-ST-10001638",538.44,4,50.86
"6734","CG-2011-6940","NF-8385","TEC-OKI-10004735",491.64,4,50.86
"6735","US-2012-122784","RA-19915","FUR-BO-10004690",384.944,4,50.85
"6736","IT-2013-3376681","KC-16675","OFF-ST-10001547",1527.12,8,50.83
"6737","US-2012-159499","EM-14095","OFF-AP-10002867",325.632,6,50.82
"6738","MO-2013-4260","FM-4215","TEC-APP-10001108",439.56,6,50.81
"6739","MX-2014-156258","KC-16255","OFF-ST-10002471",238.14,3,50.81
"6740","MX-2014-109456","PW-19240","TEC-PH-10004888",623.168,7,50.8
"6741","CA-2013-109400","NR-18550","FUR-CH-10003298",366.744,4,50.8
"6742","IT-2014-1242945","MF-18250","TEC-PH-10004601",566.916,4,50.78
"6743","IN-2013-55576","LS-17230","TEC-MA-10004428",626.184,4,50.77
"6744","EG-2012-2260","LC-6930","FUR-SAF-10003469",438.15,1,50.77
"6745","IN-2014-66965","EG-13900","TEC-MA-10001261",1687.392,7,50.75
"6746","IN-2011-14332","AW-10840","FUR-BO-10000175",195.264,2,50.75
"6747","CA-2013-144309","CM-12235","OFF-BI-10003656",679.96,5,50.75
"6748","ES-2013-5361913","PN-18775","FUR-CH-10002970",563.517,9,50.74
"6749","IN-2013-14899","LS-17230","FUR-CH-10000783",845.856,2,50.74
"6750","ES-2013-1162185","SD-20485","TEC-MA-10003223",510.306,2,50.73
"6751","IN-2011-68904","AH-10690","FUR-BO-10004806",747.3,5,50.73
"6752","IN-2013-62527","JF-15490","TEC-PH-10004350",479.115,7,50.73
"6753","MX-2014-168088","OT-18730","FUR-CH-10000233",119.64,3,50.72
"6754","IN-2013-71585","BF-11080","TEC-CO-10001630",256.284,2,50.72
"6755","CA-2011-122931","SM-20950","FUR-TA-10004175",409.272,2,50.72
"6756","CA-2014-137022","SW-20275","OFF-ST-10001963",811.28,8,50.71
"6757","CA-2011-105893","PK-19075","OFF-ST-10004186",665.88,6,50.69
"6758","IN-2012-36788","EM-13960","OFF-ST-10001753",342.3,7,50.68
"6759","ID-2014-25497","LH-17020","TEC-CO-10000666",526.62,4,50.68
"6760","ID-2012-13058","JE-15745","FUR-CH-10001832",575.6634,6,50.68
"6761","IN-2013-42465","GW-14605","OFF-ST-10003141",156.249,3,50.67
"6762","IN-2012-37586","LP-17095","TEC-CO-10002057",463.32,3,50.66
"6763","CA-2014-139199","DK-12835","FUR-CH-10000847",872.94,3,50.66
"6764","US-2012-139675","NF-18595","FUR-FU-10001979",327.76,8,50.65
"6765","MX-2014-129238","NP-18700","OFF-PA-10000032",166.56,8,50.65
"6766","CA-2012-104948","KH-16510","FUR-BO-10004357",683.332,4,50.64
"6767","MX-2013-139353","RD-19480","OFF-AP-10002252",716.96,2,50.64
"6768","IN-2012-29046","NP-18685","FUR-TA-10004342",630.585,3,50.62
"6769","CA-2014-167941","JF-15565","OFF-AP-10002118",499.584,3,50.62
"6770","IT-2011-4711868","RB-19330","OFF-ST-10002159",928.8,5,50.61
"6771","CA-2013-131968","LB-16795","OFF-AP-10001058",671.544,3,50.61
"6772","IN-2013-69121","BD-11635","TEC-MA-10004423",671.9265,5,50.6
"6773","IN-2013-27247","LB-16795","FUR-FU-10004780",770.7,7,50.59
"6774","ES-2014-1204900","SN-20560","FUR-CH-10002030",417.456,3,50.58
"6775","ES-2014-4430801","AB-10060","OFF-BI-10004195",435.78,9,50.58
"6776","ES-2013-1217902","AB-10165","TEC-AC-10004997",459.24,4,50.57
"6777","AG-2013-8990","RB-9645","FUR-SAU-10003795",147.3,1,50.56
"6778","CA-2014-108791","TM-21490","TEC-PH-10002660",543.92,8,50.55
"6779","AU-2011-3990","LR-7035","TEC-NOK-10001172",492.96,4,50.55
"6780","ES-2014-5440852","MM-17260","TEC-CO-10001628",323.028,3,50.53
"6781","IN-2014-15676","JS-15595","FUR-CH-10000391",321.72,7,50.51
"6782","IN-2014-85151","LS-17245","OFF-ST-10002763",412.8,2,50.51
"6783","US-2014-159814","DH-13075","FUR-BO-10001498",494.532,3,50.51
"6784","ID-2014-35122","DK-13090","FUR-CH-10001322",1428.3,4,50.47
"6785","IN-2014-48940","JK-15325","OFF-BI-10001645",362.46,7,50.46
"6786","CA-2014-132178","DB-12970","OFF-ST-10000025",763.44,8,50.46
"6787","ZA-2013-330","MV-7485","FUR-SAU-10002331",387.63,1,50.46
"6788","IN-2012-68358","ML-18265","FUR-BO-10000402",438.84,3,50.45
"6789","IN-2013-50515","DK-13090","TEC-PH-10000840",364.32,2,50.45
"6790","UP-2012-7490","PJ-9015","FUR-BAR-10002449",4486.86,14,50.43
"6791","ID-2013-10909","CP-12340","FUR-BO-10003301",405.144,3,50.43
"6792","IN-2013-30663","SV-20815","FUR-CH-10004584",281.88,3,50.43
"6793","ES-2013-1650308","NB-18580","OFF-AP-10003221",1339.416,3,50.42
"6794","ES-2011-3818297","JP-15460","FUR-BO-10003968",780.3,2,50.42
"6795","IN-2013-64732","AD-10180","FUR-CH-10003581",454.71,1,50.42
"6796","IN-2013-58691","AH-10465","OFF-AP-10000304",828.306,3,50.42
"6797","MO-2013-9260","CC-2685","FUR-SAF-10003819",680.76,4,50.42
"6798","IN-2012-48548","RB-19360","FUR-CH-10003861",401.04,3,50.39
"6799","MX-2014-161641","CM-11935","TEC-PH-10003177",410.8,5,50.38
"6800","ES-2014-4442693","MS-17530","TEC-CO-10002962",1429.44,4,50.38
"6801","CA-2013-143406","LR-17035","FUR-CH-10000513",454.965,5,50.36
"6802","MX-2014-101084","DW-13585","TEC-PH-10003945",556.1,5,50.35
"6803","MX-2013-141859","MB-18085","TEC-CO-10001234",423.19192,2,50.35
"6804","ES-2012-3840924","JP-16135","FUR-CH-10002085",444.042,6,50.32
"6805","IN-2011-32126","GA-14515","FUR-CH-10001313",249.84,4,50.32
"6806","CA-2014-167381","EH-14005","FUR-BO-10001972",241.96,2,50.32
"6807","US-2014-165344","SB-20290","TEC-MA-10002210",652.995,7,50.32
"6808","SU-2014-8900","BW-1200","OFF-KIT-10001899",339,4,50.31
"6809","ES-2012-3052180","MP-18175","TEC-AC-10001056",776.88,3,50.3
"6810","IR-2012-3990","IM-5055","FUR-HON-10000722",798.66,6,50.3
"6811","MX-2013-132787","JK-15640","FUR-BO-10002981",182.112,2,50.28
"6812","GG-2014-9540","DV-3465","TEC-PAN-10003688",532.98,2,50.28
"6813","IN-2012-61295","MK-17905","OFF-SU-10001407",328.0824,9,50.27
"6814","IN-2012-63654","CA-12775","FUR-BO-10002000",740.178,2,50.26
"6815","IZ-2013-1760","MV-8190","OFF-BIC-10004557",322.2,6,50.25
"6816","IN-2012-50886","AA-10645","TEC-MA-10001358",432.9612,7,50.24
"6817","CA-2012-127173","GM-14500","TEC-MA-10002859",629.93,7,50.24
"6818","MX-2013-141691","JF-15490","TEC-PH-10002102",354.48,7,50.24
"6819","US-2013-163881","SP-20860","TEC-AC-10003033",659.9,2,50.23
"6820","MX-2013-149153","ML-18265","FUR-CH-10002547",146.736,4,50.21
"6821","IT-2013-4559122","AM-10705","OFF-ST-10000952",382.41,3,50.2
"6822","CA-2012-130974","MA-17560","TEC-AC-10003095",259.98,2,50.19
"6823","GG-2012-8530","SG-10470","TEC-HEW-10004172",380.19,1,50.19
"6824","IN-2012-17398","TC-21145","TEC-PH-10000688",776.412,7,50.14
"6825","IN-2013-32910","HJ-14875","TEC-AC-10000499",307.44,3,50.14
"6826","MX-2014-136973","GZ-14545","FUR-BO-10002235",463.104,6,50.13
"6827","ES-2013-5090419","NP-18670","FUR-BO-10001392",784.782,2,50.13
"6828","US-2011-150987","DW-13480","OFF-AP-10004958",683.496,3,50.13
"6829","ES-2013-1827845","PO-18850","FUR-FU-10000298",116.34,2,50.1
"6830","PL-2014-8730","CC-2610","TEC-KON-10000302",338.4,4,50.1
"6831","IT-2014-5778325","JJ-15760","TEC-CO-10002244",373.23,6,50.09
"6832","UP-2012-8890","SL-10155","TEC-EPS-10002711",167.1,1,50.09
